run_id,dataset,phase,subject,family,D_nuisance,D_gesture,J,feature_dimension,definition
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,6,F4_Spectral,9.809510231018066,9.480222702026367,0.9664318073749039,72,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,7,F4_Spectral,9.397604942321777,7.6244401931762695,0.8113173771371326,72,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,8,F4_Spectral,7.214664936065674,8.800394058227539,1.2197924832563853,72,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,3,F5_Temporal,6.753111362457275,4.921037673950195,0.72870672639979,57,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,4,F5_Temporal,4.931524276733398,5.098034858703613,1.0337645264679658,57,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,5,F5_Temporal,5.267837047576904,6.5360260009765625,1.240741872222824,57,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,6,F5_Temporal,7.710550785064697,6.162505149841309,0.7992302134598808,57,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,7,F5_Temporal,5.21412992477417,5.04258394241333,0.967099787531812,57,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,8,F5_Temporal,5.627127170562744,6.161956787109375,1.0950448782006201,57,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,3,F6_IMU,5.029651165008545,2.305824041366577,0.45844611598669416,13,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,4,F6_IMU,2.7372663021087646,1.8426111936569214,0.6731574462582313,13,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,5,F6_IMU,3.0574264526367188,3.065375328063965,1.002599858262948,13,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,6,F6_IMU,3.9685771465301514,3.5349934101104736,0.8907457961855009,13,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,7,F6_IMU,1.0233126878738403,1.0535247325897217,1.0295237663647305,13,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,8,F6_IMU,3.721968412399292,2.7762303352355957,0.7459037873578321,13,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,3,F9_Quality,8.782822608947754,7.03321647644043,0.800792272551917,53,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,4,F9_Quality,4.677587985992432,4.889486789703369,1.045300869667112,53,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,5,F9_Quality,4.715822696685791,6.951117992401123,1.4739990113039638,53,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,6,F9_Quality,7.046823978424072,6.68708610534668,0.9489503534954491,53,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,7,F9_Quality,5.455770492553711,5.826305866241455,1.067916231848902,53,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_final_20260915,semg_manus,final,8,F9_Quality,5.483809947967529,7.294097900390625,1.330115005734784,53,train-standardized same-user class centroid session displacement / target within-user class separation
